
(base) C:\Users\Sammie>cd C:\Users\Sammie\Documents\Northwest\44-671\Module 06\streaming-06-smart-smoker

(base) C:\Users\Sammie\Documents\Northwest\44-671\Module 06\streaming-06-smart-smoker>conda activate base

(base) C:\Users\Sammie\Documents\Northwest\44-671\Module 06\streaming-06-smart-smoker>python bbq_producer.py
Would you like to monitor RabbitMQ queues? y or n y


 [x] Sent b'[5/22/2021 12:20, 84.2]' to 01-smoker
 [x] Sent b'[5/22/2021 18:45, 161.8]' to 02-food-A
 [x] Sent b'[5/22/2021 18:45, 154.9]' to 03-food-B
 [x] Sent b'[5/22/2021 18:45, 154.9]' to 03-food-B
 [x] Sent b'[5/22/2021 18:46, 249.2]' to 01-smoker
 [x] Sent b'[5/22/2021 18:46, 249.2]' to 01-smoker
 [x] Sent b'[5/22/2021 18:46, 161.8]' to 02-food-A
 [x] Sent b'[5/22/2021 18:46, 161.8]' to 02-food-A
 [x] Sent b'[5/22/2021 18:46, 155]' to 03-food-B
 [x] Sent b'[5/22/2021 18:46, 155]' to 03-food-B
 [x] Sent b'[5/22/2021 18:47, 237.7]' to 01-smoker
 [x] Sent b'[5/22/2021 18:47, 237.7]' to 01-smoker
 [x] Sent b'[5/22/2021 18:47, 161.9]' to 02-food-A
 [x] Sent b'[5/22/2021 18:47, 161.9]' to 02-food-A
 [x] Sent b'[5/22/2021 18:47, 155]' to 03-food-B
 [x] Sent b'[5/22/2021 18:47, 155]' to 03-food-B
 [x] Sent b'[5/22/2021 18:48, 231.2]' to 01-smoker
 [x] Sent b'[5/22/2021 18:48, 231.2]' to 01-smoker
 [x] Sent b'[5/22/2021 18:48, 161.9]' to 02-food-A
 [x] Sent b'[5/22/2021 18:48, 161.9]' to 02-food-A
 [x] Sent b'[5/22/2021 18:48, 155]' to 03-food-B
 [x] Sent b'[5/22/2021 18:48, 155]' to 03-food-B
 [x] Sent b'[5/22/2021 18:49, 228.3]' to 01-smoker
 [x] Sent b'[5/22/2021 18:49, 228.3]' to 01-smoker
 [x] Sent b'[5/22/2021 18:49, 161.9]' to 02-food-A
 [x] Sent b'[5/22/2021 18:49, 161.9]' to 02-food-A
 [x] Sent b'[5/22/2021 18:49, 155.1]' to 03-food-B
 [x] Sent b'[5/22/2021 18:49, 155.1]' to 03-food-B
 [x] Sent b'[5/22/2021 18:50, 227.5]' to 01-smoker
 [x] Sent b'[5/22/2021 18:50, 227.5]' to 01-smoker
 [x] Sent b'[5/22/2021 18:50, 161.9]' to 02-food-A
 [x] Sent b'[5/22/2021 18:50, 161.9]' to 02-food-A
 [x] Sent b'[5/22/2021 18:50, 155.1]' to 03-food-B
 [x] Sent b'[5/22/2021 18:50, 155.1]' to 03-food-B
 [x] Sent b'[5/22/2021 18:51, 227.1]' to 01-smoker
 [x] Sent b'[5/22/2021 18:51, 227.1]' to 01-smoker
 [x] Sent b'[5/22/2021 18:51, 161.9]' to 02-food-A
 [x] Sent b'[5/22/2021 18:51, 161.9]' to 02-food-A
 [x] Sent b'[5/22/2021 18:51, 155.2]' to 03-food-B
 [x] Sent b'[5/22/2021 18:51, 155.2]' to 03-food-B
 [x] Sent b'[5/22/2021 18:52, 227.4]' to 01-smoker
 [x] Sent b'[5/22/2021 18:52, 227.4]' to 01-smoker
 [x] Sent b'[5/22/2021 18:52, 161.9]' to 02-food-A
 [x] Sent b'[5/22/2021 18:52, 161.9]' to 02-food-A
 [x] Sent b'[5/22/2021 18:52, 155.2]' to 03-food-B
 [x] Sent b'[5/22/2021 18:52, 155.2]' to 03-food-B
 [x] Sent b'[5/22/2021 18:53, 227.9]' to 01-smoker
 [x] Sent b'[5/22/2021 18:53, 227.9]' to 01-smoker
 [x] Sent b'[5/22/2021 18:53, 161.9]' to 02-food-A
 [x] Sent b'[5/22/2021 18:53, 161.9]' to 02-food-A
 [x] Sent b'[5/22/2021 18:53, 155.2]' to 03-food-B
 [x] Sent b'[5/22/2021 18:53, 155.2]' to 03-food-B
 [x] Sent b'[5/22/2021 18:54, 228.2]' to 01-smoker
 [x] Sent b'[5/22/2021 18:54, 228.2]' to 01-smoker
 [x] Sent b'[5/22/2021 18:54, 161.9]' to 02-food-A
 [x] Sent b'[5/22/2021 18:54, 161.9]' to 02-food-A
 [x] Sent b'[5/22/2021 18:54, 155.3]' to 03-food-B
 [x] Sent b'[5/22/2021 18:54, 155.3]' to 03-food-B
 [x] Sent b'[5/22/2021 18:55, 228.4]' to 01-smoker
 [x] Sent b'[5/22/2021 18:55, 228.4]' to 01-smoker
 [x] Sent b'[5/22/2021 18:55, 161.9]' to 02-food-A
 [x] Sent b'[5/22/2021 18:55, 161.9]' to 02-food-A
 [x] Sent b'[5/22/2021 18:55, 155.3]' to 03-food-B
 [x] Sent b'[5/22/2021 18:55, 155.3]' to 03-food-B
 [x] Sent b'[5/22/2021 18:56, 229]' to 01-smoker
 [x] Sent b'[5/22/2021 18:56, 229]' to 01-smoker
 [x] Sent b'[5/22/2021 18:56, 161.9]' to 02-food-A
 [x] Sent b'[5/22/2021 18:56, 161.9]' to 02-food-A
 [x] Sent b'[5/22/2021 18:56, 155.3]' to 03-food-B
 [x] Sent b'[5/22/2021 18:56, 155.3]' to 03-food-B
 [x] Sent b'[5/22/2021 18:57, 229.5]' to 01-smoker
 [x] Sent b'[5/22/2021 18:57, 229.5]' to 01-smoker
 [x] Sent b'[5/22/2021 18:57, 161.8]' to 02-food-A
 [x] Sent b'[5/22/2021 18:57, 161.8]' to 02-food-A
 [x] Sent b'[5/22/2021 18:57, 155.4]' to 03-food-B
 [x] Sent b'[5/22/2021 18:57, 155.4]' to 03-food-B
 [x] Sent b'[5/22/2021 18:58, 229.4]' to 01-smoker
 [x] Sent b'[5/22/2021 18:58, 229.4]' to 01-smoker
 [x] Sent b'[5/22/2021 18:58, 161.8]' to 02-food-A
 [x] Sent b'[5/22/2021 18:58, 161.8]' to 02-food-A
 [x] Sent b'[5/22/2021 18:58, 155.4]' to 03-food-B
 [x] Sent b'[5/22/2021 18:58, 155.4]' to 03-food-B
 [x] Sent b'[5/22/2021 18:59, 229.9]' to 01-smoker
 [x] Sent b'[5/22/2021 18:59, 229.9]' to 01-smoker
 [x] Sent b'[5/22/2021 18:59, 161.8]' to 02-food-A
 [x] Sent b'[5/22/2021 18:59, 161.8]' to 02-food-A
 [x] Sent b'[5/22/2021 18:59, 155.4]' to 03-food-B
 [x] Sent b'[5/22/2021 18:59, 155.4]' to 03-food-B
 [x] Sent b'[5/22/2021 19:00, 231.7]' to 01-smoker
 [x] Sent b'[5/22/2021 19:00, 231.7]' to 01-smoker
 [x] Sent b'[5/22/2021 19:00, 161.7]' to 02-food-A
 [x] Sent b'[5/22/2021 19:00, 161.7]' to 02-food-A
 [x] Sent b'[5/22/2021 19:00, 155.4]' to 03-food-B
 [x] Sent b'[5/22/2021 19:00, 155.4]' to 03-food-B
 [x] Sent b'[5/22/2021 19:01, 233.1]' to 01-smoker
 [x] Sent b'[5/22/2021 19:01, 233.1]' to 01-smoker
 [x] Sent b'[5/22/2021 19:01, 161.7]' to 02-food-A
 [x] Sent b'[5/22/2021 19:01, 161.7]' to 02-food-A
 [x] Sent b'[5/22/2021 19:01, 155.5]' to 03-food-B
 [x] Sent b'[5/22/2021 19:01, 155.5]' to 03-food-B
 [x] Sent b'[5/22/2021 19:02, 233.9]' to 01-smoker
 [x] Sent b'[5/22/2021 19:02, 233.9]' to 01-smoker
 [x] Sent b'[5/22/2021 19:02, 161.6]' to 02-food-A
 [x] Sent b'[5/22/2021 19:02, 161.6]' to 02-food-A
 [x] Sent b'[5/22/2021 19:02, 155.5]' to 03-food-B
 [x] Sent b'[5/22/2021 19:02, 155.5]' to 03-food-B
 [x] Sent b'[5/22/2021 19:03, 235.2]' to 01-smoker
 [x] Sent b'[5/22/2021 19:03, 235.2]' to 01-smoker
 [x] Sent b'[5/22/2021 19:03, 161.6]' to 02-food-A
 [x] Sent b'[5/22/2021 19:03, 161.6]' to 02-food-A
 [x] Sent b'[5/22/2021 19:03, 155.5]' to 03-food-B
 [x] Sent b'[5/22/2021 19:03, 155.5]' to 03-food-B
 [x] Sent b'[5/22/2021 19:04, 235.1]' to 01-smoker
 [x] Sent b'[5/22/2021 19:04, 235.1]' to 01-smoker
 [x] Sent b'[5/22/2021 19:04, 161.6]' to 02-food-A
 [x] Sent b'[5/22/2021 19:04, 161.6]' to 02-food-A
 [x] Sent b'[5/22/2021 19:04, 155.5]' to 03-food-B
 [x] Sent b'[5/22/2021 19:04, 155.5]' to 03-food-B
 [x] Sent b'[5/22/2021 19:05, 235.9]' to 01-smoker
 [x] Sent b'[5/22/2021 19:05, 235.9]' to 01-smoker
 [x] Sent b'[5/22/2021 19:05, 161.6]' to 02-food-A
 [x] Sent b'[5/22/2021 19:05, 161.6]' to 02-food-A
 [x] Sent b'[5/22/2021 19:05, 155.5]' to 03-food-B
 [x] Sent b'[5/22/2021 19:05, 155.5]' to 03-food-B
 [x] Sent b'[5/22/2021 19:06, 235.5]' to 01-smoker
 [x] Sent b'[5/22/2021 19:06, 235.5]' to 01-smoker
 [x] Sent b'[5/22/2021 19:06, 161.6]' to 02-food-A
 [x] Sent b'[5/22/2021 19:06, 161.6]' to 02-food-A
 [x] Sent b'[5/22/2021 19:06, 155.5]' to 03-food-B
 [x] Sent b'[5/22/2021 19:06, 155.5]' to 03-food-B
 [x] Sent b'[5/22/2021 19:07, 236.3]' to 01-smoker
 [x] Sent b'[5/22/2021 19:07, 236.3]' to 01-smoker
 [x] Sent b'[5/22/2021 19:07, 161.6]' to 02-food-A
 [x] Sent b'[5/22/2021 19:07, 161.6]' to 02-food-A
 [x] Sent b'[5/22/2021 19:07, 155.6]' to 03-food-B
 [x] Sent b'[5/22/2021 19:07, 155.6]' to 03-food-B
 [x] Sent b'[5/22/2021 19:08, 237.3]' to 01-smoker
 [x] Sent b'[5/22/2021 19:08, 237.3]' to 01-smoker
 [x] Sent b'[5/22/2021 19:08, 161.6]' to 02-food-A
 [x] Sent b'[5/22/2021 19:08, 161.6]' to 02-food-A
 [x] Sent b'[5/22/2021 19:08, 155.6]' to 03-food-B
 [x] Sent b'[5/22/2021 19:08, 155.6]' to 03-food-B
 [x] Sent b'[5/22/2021 19:09, 238.5]' to 01-smoker
 [x] Sent b'[5/22/2021 19:09, 238.5]' to 01-smoker
 [x] Sent b'[5/22/2021 19:09, 161.6]' to 02-food-A
 [x] Sent b'[5/22/2021 19:09, 161.6]' to 02-food-A
 [x] Sent b'[5/22/2021 19:09, 155.6]' to 03-food-B
 [x] Sent b'[5/22/2021 19:09, 155.6]' to 03-food-B
 [x] Sent b'[5/22/2021 19:10, 239.3]' to 01-smoker
 [x] Sent b'[5/22/2021 19:10, 239.3]' to 01-smoker
 [x] Sent b'[5/22/2021 19:10, 161.6]' to 02-food-A
 [x] Sent b'[5/22/2021 19:10, 161.6]' to 02-food-A
 [x] Sent b'[5/22/2021 19:10, 155.6]' to 03-food-B
 [x] Sent b'[5/22/2021 19:10, 155.6]' to 03-food-B
 [x] Sent b'[5/22/2021 19:11, 238.9]' to 01-smoker
 [x] Sent b'[5/22/2021 19:11, 238.9]' to 01-smoker
 [x] Sent b'[5/22/2021 19:11, 161.6]' to 02-food-A
 [x] Sent b'[5/22/2021 19:11, 161.6]' to 02-food-A
 [x] Sent b'[5/22/2021 19:11, 155.6]' to 03-food-B
 [x] Sent b'[5/22/2021 19:11, 155.6]' to 03-food-B
 [x] Sent b'[5/22/2021 19:12, 239.7]' to 01-smoker
 [x] Sent b'[5/22/2021 19:12, 239.7]' to 01-smoker
 [x] Sent b'[5/22/2021 19:12, 161.7]' to 02-food-A
 [x] Sent b'[5/22/2021 19:12, 161.7]' to 02-food-A
 [x] Sent b'[5/22/2021 19:12, 155.6]' to 03-food-B
 [x] Sent b'[5/22/2021 19:12, 155.6]' to 03-food-B
 [x] Sent b'[5/22/2021 19:13, 241.3]' to 01-smoker
 [x] Sent b'[5/22/2021 19:13, 241.3]' to 01-smoker
 [x] Sent b'[5/22/2021 19:13, 161.7]' to 02-food-A
 [x] Sent b'[5/22/2021 19:13, 161.7]' to 02-food-A
 [x] Sent b'[5/22/2021 19:13, 155.6]' to 03-food-B
 [x] Sent b'[5/22/2021 19:13, 155.6]' to 03-food-B
 [x] Sent b'[5/22/2021 19:14, 241.1]' to 01-smoker
 [x] Sent b'[5/22/2021 19:14, 241.1]' to 01-smoker
 [x] Sent b'[5/22/2021 19:14, 161.7]' to 02-food-A
 [x] Sent b'[5/22/2021 19:14, 161.7]' to 02-food-A
 [x] Sent b'[5/22/2021 19:14, 155.6]' to 03-food-B
 [x] Sent b'[5/22/2021 19:14, 155.6]' to 03-food-B
 [x] Sent b'[5/22/2021 19:15, 242.2]' to 01-smoker
 [x] Sent b'[5/22/2021 19:15, 242.2]' to 01-smoker
 [x] Sent b'[5/22/2021 19:15, 161.7]' to 02-food-A
 [x] Sent b'[5/22/2021 19:15, 161.7]' to 02-food-A
 [x] Sent b'[5/22/2021 19:15, 155.6]' to 03-food-B
 [x] Sent b'[5/22/2021 19:15, 155.6]' to 03-food-B
 [x] Sent b'[5/22/2021 19:16, 244]' to 01-smoker
 [x] Sent b'[5/22/2021 19:16, 244]' to 01-smoker
 [x] Sent b'[5/22/2021 19:16, 161.7]' to 02-food-A
 [x] Sent b'[5/22/2021 19:16, 161.7]' to 02-food-A
 [x] Sent b'[5/22/2021 19:16, 155.6]' to 03-food-B
 [x] Sent b'[5/22/2021 19:16, 155.6]' to 03-food-B
 [x] Sent b'[5/22/2021 19:17, 245]' to 01-smoker
 [x] Sent b'[5/22/2021 19:17, 245]' to 01-smoker
 [x] Sent b'[5/22/2021 19:17, 161.7]' to 02-food-A
 [x] Sent b'[5/22/2021 19:17, 161.7]' to 02-food-A
 [x] Sent b'[5/22/2021 19:17, 155.6]' to 03-food-B
 [x] Sent b'[5/22/2021 19:17, 155.6]' to 03-food-B
 [x] Sent b'[5/22/2021 19:18, 245.3]' to 01-smoker
 [x] Sent b'[5/22/2021 19:18, 245.3]' to 01-smoker
 [x] Sent b'[5/22/2021 19:18, 161.7]' to 02-food-A
 [x] Sent b'[5/22/2021 19:18, 161.7]' to 02-food-A
 [x] Sent b'[5/22/2021 19:18, 155.6]' to 03-food-B
 [x] Sent b'[5/22/2021 19:18, 155.6]' to 03-food-B
 [x] Sent b'[5/22/2021 19:19, 245.6]' to 01-smoker
 [x] Sent b'[5/22/2021 19:19, 245.6]' to 01-smoker
 [x] Sent b'[5/22/2021 19:19, 161.7]' to 02-food-A
 [x] Sent b'[5/22/2021 19:19, 161.7]' to 02-food-A
 [x] Sent b'[5/22/2021 19:19, 155.6]' to 03-food-B
 [x] Sent b'[5/22/2021 19:19, 155.6]' to 03-food-B
 [x] Sent b'[5/22/2021 19:20, 246.7]' to 01-smoker
 [x] Sent b'[5/22/2021 19:20, 246.7]' to 01-smoker
 [x] Sent b'[5/22/2021 19:20, 161.7]' to 02-food-A
 [x] Sent b'[5/22/2021 19:20, 161.7]' to 02-food-A
 [x] Sent b'[5/22/2021 19:20, 155.6]' to 03-food-B
 [x] Sent b'[5/22/2021 19:20, 155.6]' to 03-food-B
 [x] Sent b'[5/22/2021 19:21, 247.2]' to 01-smoker
 [x] Sent b'[5/22/2021 19:21, 247.2]' to 01-smoker
 [x] Sent b'[5/22/2021 19:21, 161.8]' to 02-food-A
 [x] Sent b'[5/22/2021 19:21, 161.8]' to 02-food-A
 [x] Sent b'[5/22/2021 19:21, 155.6]' to 03-food-B
 [x] Sent b'[5/22/2021 19:21, 155.6]' to 03-food-B
 [x] Sent b'[5/22/2021 19:22, 248.1]' to 01-smoker
 [x] Sent b'[5/22/2021 19:22, 248.1]' to 01-smoker
 [x] Sent b'[5/22/2021 19:22, 161.8]' to 02-food-A
 [x] Sent b'[5/22/2021 19:22, 161.8]' to 02-food-A
 [x] Sent b'[5/22/2021 19:22, 155.6]' to 03-food-B
 [x] Sent b'[5/22/2021 19:22, 155.6]' to 03-food-B
 [x] Sent b'[5/22/2021 19:23, 247.9]' to 01-smoker
 [x] Sent b'[5/22/2021 19:23, 247.9]' to 01-smoker
 [x] Sent b'[5/22/2021 19:23, 161.8]' to 02-food-A
 [x] Sent b'[5/22/2021 19:23, 161.8]' to 02-food-A
 [x] Sent b'[5/22/2021 19:23, 155.6]' to 03-food-B
 [x] Sent b'[5/22/2021 19:23, 155.6]' to 03-food-B
 [x] Sent b'[5/22/2021 19:24, 247.4]' to 01-smoker
 [x] Sent b'[5/22/2021 19:24, 247.4]' to 01-smoker
 [x] Sent b'[5/22/2021 19:24, 161.8]' to 02-food-A
 [x] Sent b'[5/22/2021 19:24, 161.8]' to 02-food-A
 [x] Sent b'[5/22/2021 19:24, 155.6]' to 03-food-B
 [x] Sent b'[5/22/2021 19:24, 155.6]' to 03-food-B
 [x] Sent b'[5/22/2021 19:25, 246.8]' to 01-smoker
 [x] Sent b'[5/22/2021 19:25, 246.8]' to 01-smoker
 [x] Sent b'[5/22/2021 19:25, 161.8]' to 02-food-A
 [x] Sent b'[5/22/2021 19:25, 161.8]' to 02-food-A
 [x] Sent b'[5/22/2021 19:25, 155.7]' to 03-food-B
 [x] Sent b'[5/22/2021 19:25, 155.7]' to 03-food-B
 [x] Sent b'[5/22/2021 19:26, 247]' to 01-smoker
 [x] Sent b'[5/22/2021 19:26, 247]' to 01-smoker
 [x] Sent b'[5/22/2021 19:26, 161.9]' to 02-food-A
 [x] Sent b'[5/22/2021 19:26, 161.9]' to 02-food-A
 [x] Sent b'[5/22/2021 19:26, 155.7]' to 03-food-B
 [x] Sent b'[5/22/2021 19:26, 155.7]' to 03-food-B
 [x] Sent b'[5/22/2021 19:27, 247.8]' to 01-smoker
 [x] Sent b'[5/22/2021 19:27, 247.8]' to 01-smoker
 [x] Sent b'[5/22/2021 19:27, 161.9]' to 02-food-A
 [x] Sent b'[5/22/2021 19:27, 161.9]' to 02-food-A
 [x] Sent b'[5/22/2021 19:27, 155.7]' to 03-food-B
 [x] Sent b'[5/22/2021 19:27, 155.7]' to 03-food-B
 [x] Sent b'[5/22/2021 19:28, 248.9]' to 01-smoker
 [x] Sent b'[5/22/2021 19:28, 248.9]' to 01-smoker
 [x] Sent b'[5/22/2021 19:28, 162]' to 02-food-A
 [x] Sent b'[5/22/2021 19:28, 162]' to 02-food-A
 [x] Sent b'[5/22/2021 19:28, 155.7]' to 03-food-B
 [x] Sent b'[5/22/2021 19:28, 155.7]' to 03-food-B
 [x] Sent b'[5/22/2021 19:29, 248.6]' to 01-smoker
 [x] Sent b'[5/22/2021 19:29, 248.6]' to 01-smoker
 [x] Sent b'[5/22/2021 19:29, 162]' to 02-food-A
 [x] Sent b'[5/22/2021 19:29, 162]' to 02-food-A
 [x] Sent b'[5/22/2021 19:29, 155.7]' to 03-food-B
 [x] Sent b'[5/22/2021 19:29, 155.7]' to 03-food-B
 [x] Sent b'[5/22/2021 19:30, 247.4]' to 01-smoker
 [x] Sent b'[5/22/2021 19:30, 247.4]' to 01-smoker
 [x] Sent b'[5/22/2021 19:30, 162]' to 02-food-A
 [x] Sent b'[5/22/2021 19:30, 162]' to 02-food-A
 [x] Sent b'[5/22/2021 19:30, 155.7]' to 03-food-B
 [x] Sent b'[5/22/2021 19:30, 155.7]' to 03-food-B
 [x] Sent b'[5/22/2021 19:31, 248.2]' to 01-smoker
 [x] Sent b'[5/22/2021 19:31, 248.2]' to 01-smoker
 [x] Sent b'[5/22/2021 19:31, 162.1]' to 02-food-A
 [x] Sent b'[5/22/2021 19:31, 162.1]' to 02-food-A
 [x] Sent b'[5/22/2021 19:31, 155.8]' to 03-food-B
 [x] Sent b'[5/22/2021 19:31, 155.8]' to 03-food-B
 [x] Sent b'[5/22/2021 19:32, 248.6]' to 01-smoker
 [x] Sent b'[5/22/2021 19:32, 248.6]' to 01-smoker
 [x] Sent b'[5/22/2021 19:32, 162.1]' to 02-food-A
 [x] Sent b'[5/22/2021 19:32, 162.1]' to 02-food-A
 [x] Sent b'[5/22/2021 19:32, 155.8]' to 03-food-B
 [x] Sent b'[5/22/2021 19:32, 155.8]' to 03-food-B
 [x] Sent b'[5/22/2021 19:33, 247.8]' to 01-smoker
 [x] Sent b'[5/22/2021 19:33, 247.8]' to 01-smoker
 [x] Sent b'[5/22/2021 19:33, 162.1]' to 02-food-A
 [x] Sent b'[5/22/2021 19:33, 162.1]' to 02-food-A
 [x] Sent b'[5/22/2021 19:33, 155.8]' to 03-food-B
 [x] Sent b'[5/22/2021 19:33, 155.8]' to 03-food-B
 [x] Sent b'[5/22/2021 19:34, 248]' to 01-smoker
 [x] Sent b'[5/22/2021 19:34, 248]' to 01-smoker
 [x] Sent b'[5/22/2021 19:34, 162.2]' to 02-food-A
 [x] Sent b'[5/22/2021 19:34, 162.2]' to 02-food-A
 [x] Sent b'[5/22/2021 19:34, 155.8]' to 03-food-B
 [x] Sent b'[5/22/2021 19:34, 155.8]' to 03-food-B
 [x] Sent b'[5/22/2021 19:35, 247.7]' to 01-smoker
 [x] Sent b'[5/22/2021 19:35, 247.7]' to 01-smoker
 [x] Sent b'[5/22/2021 19:35, 162.2]' to 02-food-A
 [x] Sent b'[5/22/2021 19:35, 162.2]' to 02-food-A
 [x] Sent b'[5/22/2021 19:35, 155.9]' to 03-food-B
 [x] Sent b'[5/22/2021 19:35, 155.9]' to 03-food-B
 [x] Sent b'[5/22/2021 19:36, 247.1]' to 01-smoker
 [x] Sent b'[5/22/2021 19:36, 247.1]' to 01-smoker
 [x] Sent b'[5/22/2021 19:36, 162.2]' to 02-food-A
 [x] Sent b'[5/22/2021 19:36, 162.2]' to 02-food-A
 [x] Sent b'[5/22/2021 19:36, 155.9]' to 03-food-B
 [x] Sent b'[5/22/2021 19:36, 155.9]' to 03-food-B
 [x] Sent b'[5/22/2021 19:37, 247.7]' to 01-smoker
 [x] Sent b'[5/22/2021 19:37, 247.7]' to 01-smoker
 [x] Sent b'[5/22/2021 19:37, 162.2]' to 02-food-A
 [x] Sent b'[5/22/2021 19:37, 162.2]' to 02-food-A
 [x] Sent b'[5/22/2021 19:37, 155.9]' to 03-food-B
 [x] Sent b'[5/22/2021 19:37, 155.9]' to 03-food-B
 [x] Sent b'[5/22/2021 19:38, 247.1]' to 01-smoker
 [x] Sent b'[5/22/2021 19:38, 247.1]' to 01-smoker
 [x] Sent b'[5/22/2021 19:38, 162.3]' to 02-food-A
 [x] Sent b'[5/22/2021 19:38, 162.3]' to 02-food-A
 [x] Sent b'[5/22/2021 19:38, 156]' to 03-food-B
 [x] Sent b'[5/22/2021 19:38, 156]' to 03-food-B
 [x] Sent b'[5/22/2021 19:39, 246.2]' to 01-smoker
 [x] Sent b'[5/22/2021 19:39, 246.2]' to 01-smoker
 [x] Sent b'[5/22/2021 19:39, 162.3]' to 02-food-A
 [x] Sent b'[5/22/2021 19:39, 162.3]' to 02-food-A
 [x] Sent b'[5/22/2021 19:39, 156]' to 03-food-B
 [x] Sent b'[5/22/2021 19:39, 156]' to 03-food-B
 [x] Sent b'[5/22/2021 19:40, 246.2]' to 01-smoker
 [x] Sent b'[5/22/2021 19:40, 246.2]' to 01-smoker
 [x] Sent b'[5/22/2021 19:40, 162.3]' to 02-food-A
 [x] Sent b'[5/22/2021 19:40, 162.3]' to 02-food-A
 [x] Sent b'[5/22/2021 19:40, 156]' to 03-food-B
 [x] Sent b'[5/22/2021 19:40, 156]' to 03-food-B
 [x] Sent b'[5/22/2021 19:41, 246.3]' to 01-smoker
 [x] Sent b'[5/22/2021 19:41, 246.3]' to 01-smoker
 [x] Sent b'[5/22/2021 19:41, 162.3]' to 02-food-A
 [x] Sent b'[5/22/2021 19:41, 162.3]' to 02-food-A
 [x] Sent b'[5/22/2021 19:41, 156.1]' to 03-food-B
 [x] Sent b'[5/22/2021 19:41, 156.1]' to 03-food-B
 [x] Sent b'[5/22/2021 19:42, 246.6]' to 01-smoker
 [x] Sent b'[5/22/2021 19:42, 246.6]' to 01-smoker
 [x] Sent b'[5/22/2021 19:42, 162.3]' to 02-food-A
 [x] Sent b'[5/22/2021 19:42, 162.3]' to 02-food-A
 [x] Sent b'[5/22/2021 19:42, 156.1]' to 03-food-B
 [x] Sent b'[5/22/2021 19:42, 156.1]' to 03-food-B
 [x] Sent b'[5/22/2021 19:43, 248]' to 01-smoker
 [x] Sent b'[5/22/2021 19:43, 248]' to 01-smoker
 [x] Sent b'[5/22/2021 19:43, 162.4]' to 02-food-A
 [x] Sent b'[5/22/2021 19:43, 162.4]' to 02-food-A
 [x] Sent b'[5/22/2021 19:43, 156.1]' to 03-food-B
 [x] Sent b'[5/22/2021 19:43, 156.1]' to 03-food-B
 [x] Sent b'[5/22/2021 19:44, 247.1]' to 01-smoker
 [x] Sent b'[5/22/2021 19:44, 247.1]' to 01-smoker
 [x] Sent b'[5/22/2021 19:44, 162.4]' to 02-food-A
 [x] Sent b'[5/22/2021 19:44, 162.4]' to 02-food-A
 [x] Sent b'[5/22/2021 19:44, 156.2]' to 03-food-B
 [x] Sent b'[5/22/2021 19:44, 156.2]' to 03-food-B
 [x] Sent b'[5/22/2021 19:45, 247.2]' to 01-smoker
 [x] Sent b'[5/22/2021 19:45, 247.2]' to 01-smoker
 [x] Sent b'[5/22/2021 19:45, 162.4]' to 02-food-A
 [x] Sent b'[5/22/2021 19:45, 162.4]' to 02-food-A
 [x] Sent b'[5/22/2021 19:45, 156.2]' to 03-food-B
 [x] Sent b'[5/22/2021 19:45, 156.2]' to 03-food-B
 [x] Sent b'[5/22/2021 19:46, 247.6]' to 01-smoker
 [x] Sent b'[5/22/2021 19:46, 247.6]' to 01-smoker
 [x] Sent b'[5/22/2021 19:46, 162.5]' to 02-food-A
 [x] Sent b'[5/22/2021 19:46, 162.5]' to 02-food-A
 [x] Sent b'[5/22/2021 19:46, 156.3]' to 03-food-B
 [x] Sent b'[5/22/2021 19:46, 156.3]' to 03-food-B
 [x] Sent b'[5/22/2021 19:47, 246.2]' to 01-smoker
 [x] Sent b'[5/22/2021 19:47, 246.2]' to 01-smoker
 [x] Sent b'[5/22/2021 19:47, 162.5]' to 02-food-A
 [x] Sent b'[5/22/2021 19:47, 162.5]' to 02-food-A
 [x] Sent b'[5/22/2021 19:47, 156.3]' to 03-food-B
 [x] Sent b'[5/22/2021 19:47, 156.3]' to 03-food-B
 [x] Sent b'[5/22/2021 19:48, 245.1]' to 01-smoker
 [x] Sent b'[5/22/2021 19:48, 245.1]' to 01-smoker
 [x] Sent b'[5/22/2021 19:48, 162.6]' to 02-food-A
 [x] Sent b'[5/22/2021 19:48, 162.6]' to 02-food-A
 [x] Sent b'[5/22/2021 19:48, 156.4]' to 03-food-B
 [x] Sent b'[5/22/2021 19:48, 156.4]' to 03-food-B
 [x] Sent b'[5/22/2021 19:49, 244.8]' to 01-smoker
 [x] Sent b'[5/22/2021 19:49, 244.8]' to 01-smoker
 [x] Sent b'[5/22/2021 19:49, 162.6]' to 02-food-A
 [x] Sent b'[5/22/2021 19:49, 162.6]' to 02-food-A
 [x] Sent b'[5/22/2021 19:49, 156.4]' to 03-food-B
 [x] Sent b'[5/22/2021 19:49, 156.4]' to 03-food-B
 [x] Sent b'[5/22/2021 19:50, 244.4]' to 01-smoker
 [x] Sent b'[5/22/2021 19:50, 244.4]' to 01-smoker
 [x] Sent b'[5/22/2021 19:50, 162.6]' to 02-food-A
 [x] Sent b'[5/22/2021 19:50, 162.6]' to 02-food-A
 [x] Sent b'[5/22/2021 19:50, 156.5]' to 03-food-B
 [x] Sent b'[5/22/2021 19:50, 156.5]' to 03-food-B
 [x] Sent b'[5/22/2021 19:51, 243.2]' to 01-smoker
 [x] Sent b'[5/22/2021 19:51, 243.2]' to 01-smoker
